ESTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	STATOBCAN	POVOLANI	BYDLISTEN	BYDLISTEK	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
2	16	Jindřich	Ondruš	Ing. Bc.		44	CZ	náměstek hejtmana	Nový Hrozenkov	544566	1	1	A	734	0	N	0	14	M	2009	1
2	17	Pavel	Horák	Ing.		44	CZ	náměstek hejtmana	Grygov	501841	1	1	A	541	0	N	0	15	M	2009	1
2	18	Marie	Hrdinová	Ing. Bc.		41	CZ	učitelka základní školy	Mirovice	549592	1	1	A	411	0	N	0	16	F	2009	1
2	19	Veronika	Poulová			28	CZ	celní deklarantka, ref. logist	Stránecká Zhoř	596817	1	1	A	330	0	N	0	17	F	2009	1
2	20	Jitka	Chalánková	MUDr.		52	CZ	dětská lékařka	Prostějov	589250	1	1	A	909	0	N	0	18	F	2009	1
2	21	Jiří	Kuhn	RNDr.		49	CZ	ředitel gymnázia	Nymburk	537004	99	1	A	193	0	N	0	19	M	2009	1
2	22	Helena	Šustrová	Mgr.		27	CZ	učitelka	Nové Město na Moravě	596230	1	1	A	477	0	N	0	20	F	2009	1
2	23	Lubomír	Šmíd	Ing.		49	CZ	stavební inženýr	Kobylnice	531405	1	1	A	360	0	N	0	21	M	2009	1
2	24	Zdeňka	Tesaříková	Ing.		25	CZ	referentka evropských projektů	Hodonín	547794	1	1	A	321	0	N	0	22	F	2009	1
2	25	Ludmila	Mojžíšová		DiS.	27	CZ	realitní makléřka	Praha	1	99	1	A	78	0	N	0	23	F	2009	1
2	26	Jiří	Mihola	Mgr.	Ph.D.	37	CZ	odborný asistent	Brno	3	1	1	A	246	0	N	0	24	M	2009	1
2	27	Stanislav	Kamba	Ing.		52	CZ	řed. jednatel spol. starosta	Vísky	579289	1	1	A	284	0	N	0	25	M	2009	1
2	28	František	Havíř			52	CZ	starosta města	Rousínov	593559	1	1	A	214	0	N	0	26	M	2009	1
2	29	Marie	Heřmánková			41	CZ	asistentka	Praha	1	99	1	A	134	0	N	0	27	F	2009	1
3	2	Kateřina	Klasnová			31	CZ	šéfredaktorka	Praha	1	144	144	A	7033	0	N	0	0	F	2009	144
3	3	Libor	Forman			43	CZ	podnikatel	Jihlava	586846	144	144	A	1137	0	N	0	0	M	2009	144
3	4	Lenka	Andrýsová			24	CZ	konzultant	Černotín	513067	99	144	A	1846	0	N	0	0	F	2009	144
3	5	Marek	Kukrle			44	CZ	technický manažer	Praha	1	144	144	A	613	0	N	0	0	M	2009	144
3	6	Jaroslav	Škárka			38	CZ	podnikatel	Praha	1	144	144	A	455	0	N	0	0	M	2009	144
3	7	Karolína	Peake			33	CZ	právník	Praha	1	144	144	A	923	0	N	0	0	F	2009	144
3	8	Michal	Pavel			30	CZ	ekonom	Litomyšl	578347	144	144	A	602	0	N	0	0	M	2009	144
3	9	Jan	Hrdina			28	CZ	historik, žurnalista	Jaroměř	574121	144	144	A	576	0	N	0	0	M	2009	144
3	10	Radim	Vysloužil			28	CZ	ekonom	Čelákovice	538132	144	144	A	301	0	N	0	0	M	2009	144
3	11	Josef	Fišer			27	CZ	sociolog	Říčany	583839	99	144	A	242	0	N	0	0	M	2009	144
3	12	Alena	Fraňková			52	CZ	daňový poradce	Praha	1	144	144	A	167	0	N	0	0	F	2009	144
3	13	Daniela	Göttelová			43	CZ	ekonom	Černošice	539139	144	144	A	440	0	N	0	0	F	2009	144
3	14	Josef	Dobeš			45	CZ	psycholog	Praha	1	144	144	A	291	0	N	0	0	M	2009	144
3	15	Marek	Smejkal			25	CZ	systémový inženýr	Praha	1	99	144	A	89	0	N	0	0	M	2009	144
3	16	Veronika	Vrbová			22	CZ	regionalistka	Plesná	554723	99	144	A	253	0	N	0	0	F	2009	144
3	17	Kateřina	Štylerová			29	CZ	koordinátor HR	Praha	1	99	144	A	45	0	N	0	0	F	2009	144
3	18	Markéta	Al-Lamiová			25	CZ	asistentka ředitele personální	Praha	1	99	144	A	52	0	N	0	0	F	2009	144
3	19	Anna	Švejdová			28	CZ	admin-managerka	Liberec	563889	99	144	A	200	0	N	0	0	F	2009	144
3	20	Anna	Mlynarčíková			30	CZ	personalistka	Luštěnice	536270	144	144	A	40	0	N	0	0	F	2009	144
3	21	Kateřina	Šulcová			31	CZ	zdravotní sestra	Smržovka	563811	99	144	A	324	0	N	0	0	F	2009	144
3	22	Pavel	Bouda			36	CZ	živnostník	Praha	1	99	144	A	72	0	N	0	0	M	2009	144
3	23	Jaroslava	Svobodová			54	CZ	zvukový technik	Nymburk	537004	99	144	A	57	0	N	0	0	F	2009	144
3	24	Markéta	Ječná			31	CZ	na mateřské dovolené	Praha	1	99	144	A	72	0	N	0	0	F	2009	144
3	25	Zuzana	Lipková			23	CZ	operátor logistiky	Mladá Boleslav	535419	99	144	A	72	0	N	0	0	F	2009	144
3	26	Jiří	Bradáček			21	CZ	automechanik	Mladá Boleslav	535419	99	144	A	113	0	N	0	0	M	2009	144
4	1	Jan	Zahradil	Ing.		46	CZ	poslanec EP	Praha	1	53	53	A	65731	8.85	A	2	0	M	2009	53
4	2	Evžen	Tošenovský	Ing.		53	CZ	matematik-analytik	Ostrava	4	53	53	A	104737	14.11	A	1	0	M	2009	53
4	3	Oldřich	Vlasák	Ing.		53	CZ	poslanec EP	Hradec Králové	569810	53	53	A	11744	0	A	3	0	M	2009	53
4	4	Milan	Cabrnoch	MUDr.		46	CZ	poslanec EP	Kolín	533165	53	53	A	7143	0	A	4	0	M	2009	53
4	5	Ivo	Strejček	PaedDr.		47	CZ	poslanec EP	Žďár nad Sázavou	595209	53	53	A	6071	0	A	5	0	M	2009	53
4	6	Miroslav	Ouzký	MUDr.		50	CZ	poslanec EP	Kadaň	563102	53	53	A	9869	0	A	6	0	M	2009	53
4	7	Edvard	Kožušník			38	CZ	ředit. sekret. předsedy Senátu	Praha	1	53	53	A	11567	0	A	7	0	M	2009	53
4	8	Hynek	Fajmon	Mgr.		41	CZ	poslanec EP	Lysá nad Labem	537454	53	53	A	16041	0	A	8	0	M	2009	53
4	9	Andrea	Češková	JUDr.		37	CZ	advokát a finanční poradce	Praha	1	53	53	A	14477	0	A	9	0	F	2009	53
4	10	Jaroslav	Zvěřina	Doc. MUDr.	CSc.	66	CZ	poslanec EP	Tábor	552046	53	53	A	34194	0	N	0	1	M	2009	53
4	11	Werner	Hauptmann	Ing.		41	CZ	primátor-Karlovy Vary	Karlovy Vary	554961	53	53	A	2049	0	N	0	2	M	2009	53
4	12	Tomáš	Úlehla	Mgr.		44	CZ	poslanec PS PČR	Zlín	585068	53	53	A	4137	0	N	0	3	M	2009	53
4	13	Aleš	Lebeda	Prof. Ing.	DrSc.	58	CZ	vysokoškolský profesor	Smržice	590029	53	53	A	3631	0	N	0	4	M	2009	53
4	14	Helena	Mallotová	Mgr.		64	CZ	poslankyně PS PČR	Praha	1	53	53	A	972	0	N	0	5	F	2009	53
4	15	Josef	Hynek	Doc. RNDr.	MBA, Ph.D.	43	CZ	rektor University Hradec Král.	Vysoké Mýto	581186	53	53	A	7730	0	N	0	6	M	2009	53
4	16	Milan	Balabán	Ing.		65	CZ	poradce	Ostrava	4	53	53	A	2575	0	N	0	7	M	2009	53
4	17	Karel	Hurt	MUDr.	MSc.,Ph.D.,DrSc	54	CZ	odborný lékař a vysokoškolský	Praha	1	53	53	A	6759	0	N	0	8	M	2009	53
4	18	Miloš	Šifalda	RNDr.		45	CZ	radní Jihomoravského kraje	Brno	3	53	53	A	2074	0	N	0	9	M	2009	53
4	19	Vítězslav	Vavroušek	MUDr.	MBA	53	CZ	lékař,ředitel Ústavu zdravot.	Šternberk	505188	53	53	A	2089	0	N	0	10	M	2009	53
4	20	Jaroslav	Dolina			36	CZ	ředitel společn. České lázně	Loket	530093	53	53	A	1162	0	N	0	11	M	2009	53
4	21	Alexander	Chlaň	Ing.	Ph.D.	33	CZ	vysokoškolský profesor	Pardubice	555134	53	53	A	1388	0	N	0	12	M	2009	53
4	22	Aleš	Černík	Ing.		40	CZ	zaměstnanec státní správy	Praha	1	53	53	A	222	0	N	0	13	M	2009	53
4	23	Kateřina	Bartošová	Bc.		33	CZ	překladatelka a učitelka ciz.	Kryry	566314	53	53	A	2427	0	N	0	14	F	2009	53
4	24	Luděk	Sefzig	MUDr.		52	CZ	senátor PČR	Rokycany	559717	53	53	A	930	0	N	0	15	M	2009	53
4	25	Raymond	Asuquo	Ing.	Ph.D., MBA	51	CZ	jednatel společn. a konzultant	Břeclav	584291	53	53	A	1455	0	N	0	16	M	2009	53
4	26	Petr	Beitl	Ing.		42	CZ	jednatel společn. a podnikatel	Jablonec nad Nisou	563510	53	53	A	769	0	N	0	17	M	2009	53
4	27	Petr	Sokol	PhDr.		34	CZ	pedagog VŠ	Praha	1	53	53	A	2161	0	N	0	18	M	2009	53
4	28	Jan	Michálek	MUDr.		51	CZ	soukromý lékař	Hradec Králové	569810	53	53	A	1194	0	N	0	19	M	2009	53
4	29	Irena	Šindlerová	Mgr.		35	CZ	ředitelka kulturní organizace	Opava	505927	53	53	A	1988	0	N	0	20	F	2009	53
5	1	Jana	Bobošíková	Ing.		44	CZ	novinářka, poslankyně Evropsk.	Praha	1	192	192	A	42730	0	N	0	0	F	2009	654
5	2	Silvia	Weiszová			41	CZ	"předsedkyně ""Občanského sdruž."	Praha	1	137	137	A	2973	0	N	0	0	F	2009	654
5	3	Yvona	Průšová	Ing.		47	CZ	ekonom-hospodářka sdruž.nájem.	Ostrava	4	99	192	A	2166	0	N	0	0	F	2009	654
5	4	Lucie	Dlouhá	Bc.		26	CZ	koordinátorka-multimed.produc.	Zlín	585068	99	137	A	997	0	N	0	0	F	2009	654
5	5	Stanislav	Pecka			59	CZ	pekař-prokurista, veřejný odp.	Sobětuchy	572276	99	137	A	1328	0	N	0	0	M	2009	654
5	6	Ladislav	Orel	Ing.		46	CZ	bezpečnostní technik	Přerov	511382	99	137	A	413	0	N	0	0	M	2009	654
5	7	Zdeněk	Obhlídal			56	CZ	manažer	Jihlava	586846	137	137	A	147	0	N	0	0	M	2009	654
5	8	Vlasta	Křížová	MVDr.		51	CZ	veterinář	Štěpánov nad Svratkou	596884	99	137	A	424	0	N	0	0	F	2009	654
5	9	Petr	Fišer			49	CZ	živnostník	Krupka	567639	137	137	A	172	0	N	0	0	M	2009	654
5	10	Gabriela	Froňková Dousková	Mgr.		38	CZ	special.-market.a zahr.vztahy	Praha	1	99	137	A	556	0	N	0	0	F	2009	654
5	11	Libor	Matouš			38	CZ	podnikatel	Brno	3	99	137	A	186	0	N	0	0	M	2009	654
5	12	Pavel	Hlávka			50	CZ	podnikatel	Třemošná	559521	99	137	A	101	0	N	0	0	M	2009	654
5	13	Jitka	Bílská			49	CZ	účetní	Karviná	598917	137	137	A	139	0	N	0	0	F	2009	654
5	14	Pavel	Šapovalov	Ing.		49	CZ	místostarosta	Kožlany	559067	99	137	A	209	0	N	0	0	M	2009	654
5	15	Petr	Kocman	Ing.		49	CZ	místostarosta	Sušice	557153	99	137	A	198	0	N	0	0	M	2009	654
5	16	Věra	Nevečeřalová	Mgr.		54	CZ	speciální pedagog	Chrudim	571164	99	137	A	171	0	N	0	0	F	2009	654
5	17	Martin	Bartoš			40	CZ	podnikatel	Kotenčice	513555	99	137	A	58	0	N	0	0	M	2009	654
5	18	Jitka	Patřičná			40	CZ	fotografka	Pardubice	555134	137	137	A	115	0	N	0	0	F	2009	654
5	19	Alena	Filipová			62	CZ	finanční poradce	Hradec Králové	569810	137	137	A	91	0	N	0	0	F	2009	654
5	20	Renata	Hodovalová			40	CZ	živnostník-kosmetička	Náchod	573868	99	137	A	56	0	N	0	0	F	2009	654
5	21	Lubomír	Langhammer			43	CZ	informatik	Jesenný	577171	137	137	A	36	0	N	0	0	M	2009	654
5	22	Simona	Močubová	Ing.		35	CZ	tlumočnice a překladatelka	Liberec	563889	99	137	A	148	0	N	0	0	F	2009	654
5	23	Marie	Talašová			48	CZ	terapeutka	Olomouc	500496	99	137	A	93	0	N	0	0	F	2009	654
5	24	Robert	Šimanský	Ing. Mgr.		34	CZ	středoškolský učitel	Dub nad Moravou	501794	99	137	A	119	0	N	0	0	M	2009	654
5	25	Miroslav	Voda			64	CZ	předseda Klubu přát.české písn	Samšina	573442	99	137	A	60	0	N	0	0	M	2009	654
5	26	Jiří	Janů	Ing.		54	CZ	ředitel střední dbor.učiliště	Kosova Hora	540498	99	137	A	66	0	N	0	0	M	2009	654
5	27	Bořek	Zasadil	MUDr.		54	CZ	chirurg	Louny	565971	99	137	A	252	0	N	0	0	M	2009	654
5	28	Ivan	Číla			57	CZ	podnikatel	Praha	1	137	137	A	23	0	N	0	0	M	2009	654
5	29	Věra	Valterová	JUDr.		61	CZ	právnička	Praha	1	192	192	A	199	0	N	0	0	F	2009	654
6	1	Petr	Cibulka			58	CZ	pětinásobný politický vězeň k.	Praha	1	98	98	A	4896	0	N	0	0	M	2009	98
6	2	Miloslava	Jebavá	PhDr.		56	CZ	vysokoškolská učitelka angl.	Jilemnice	577197	98	98	A	1731	0	N	0	0	F	2009	98
6	3	František	Kazilovský			52	CZ	politický analytik, nezávislý	Lázně Bohdaneč	574767	98	98	A	243	0	N	0	0	M	2009	98
6	4	Antonín	Zejda			58	CZ	finanční poradce	Třebíč	590266	98	98	A	127	0	N	0	0	M	2009	98
6	5	Eduard	Seibert			61	CZ	autorizovaný stavitel, politic	Jilemnice	577197	99	98	A	100	0	N	0	0	M	2009	98
6	6	Jindřich	Myslivec			59	CZ	technik	Havlíčkův Brod	568414	98	98	A	126	0	N	0	0	M	2009	98
6	7	Kryštof	Kudláček	Mgr.		25	CZ	manažer	Pardubice	555134	99	98	A	126	0	N	0	0	M	2009	98
6	8	Milan Miki	Pešula			49	CZ	živnostník	Kladno	532053	99	98	A	39	0	N	0	0	M	2009	98
6	9	Petr	Lukáček			50	CZ	živnostník	Mladé Buky	579548	98	98	A	28	0	N	0	0	M	2009	98
6	10	Edita	Matysková			37	CZ	vedoucí výroby	Trutnov	579025	99	98	A	83	0	N	0	0	F	2009	98
6	11	Miroslav	Roubínek			34	CZ	správce počítačové sítě	Verušičky	555711	98	98	A	43	0	N	0	0	M	2009	98
6	12	Ivo	Pazdera			39	CZ	zootechnik	Bruntál	597180	99	98	A	79	0	N	0	0	M (Muž)	2009	98
6	13	Miroslav	Černota			51	CZ	živnostník	Ostrov	599395	99	98	A	29	0	N	0	0	M	2009	98
6	14	Jiří	Andras			54	CZ	technik	Klášterec nad Ohří	563129	99	98	A	24	0	N	0	0	M	2009	98
6	15	Lubomír	Tichý	Ing.		61	CZ	lesní inženýr	Jaroměřice	578151	99	98	A	48	0	N	0	0	M	2009	98
6	16	Zdeněk	Nosek			48	CZ	podnikatel	Hostinné	579297	99	98	A	29	0	N	0	0	M	2009	98
6	17	Tereza	Šillerová			24	CZ	studentka	Pardubice	555134	99	98	A	149	0	N	0	0	F	2009	98
6	18	Tomáš	Seibert			37	CZ	rozpočtář	Rosice	572179	99	98	A	30	0	N	0	0	M	2009	98
6	19	Petr	Durchánek			54	CZ	topenář	Rychnov nad Kněžnou	576069	99	98	A	38	0	N	0	0	M	2009	98
6	20	Miroslav	Durdil			60	CZ	volný novinář	Praha	1	99	98	A	44	0	N	0	0	M	2009	98
6	21	Petr	Plzák			47	CZ	živnostník	Ostrov	599395	99	98	A	22	0	N	0	0	M	2009	98
6	22	Šárka	Skalická			38	CZ	živnostník	Želetava	591998	99	98	A	51	0	N	0	0	F	2009	98
6	23	Stanislav	Kopsa			57	CZ	skladník	Lázně Bohdaneč	574767	99	98	A	38	0	N	0	0	M	2009	98
6	24	Josef	Jelínek			60	CZ	soukromý zemědělec	Červené Pečky	533262	99	98	A	53	0	N	0	0	M	2009	98
6	25	Miroslav	Chaloupka			67	CZ	řidič	Broumov	541401	98	98	A	23	0	N	0	0	M	2009	98
6	26	Jana	Pýchová			46	CZ	kuchařka	Ostrov	599395	99	98	A	58	0	N	0	0	F	2009	98
6	27	Vladimír	Hofman			65	CZ	řidič	Chlumčany	557781	99	98	A	25	0	N	0	0	M	2009	98
6	28	Ivan	Lev			64	CZ	důchodce	Kladno	532053	99	98	A	26	0	N	0	0	M	2009	98
6	29	Pavel	Kašík			43	CZ	elektromontér	Třebíč	590266	99	98	A	81	0	N	0	0	M	2009	98
7	1	Miroslav	Sládek	PhDr.		58	CZ	politik	Brno	3	11	11	A	2362	0	N	0	0	M	2009	11
7	2	Josef	Valenta			58	CZ	technickohospodářský pracovník	Havlíčkův Brod	568414	11	11	A	260	0	N	0	0	M	2009	11
7	3	Zdeněk	Krampera			57	CZ	podnikatel	Praha	1	11	11	A	73	0	N	0	0	M	2009	11
7	4	Jaroslav	Kopecký			52	CZ	podnikatel	Frýdlant	564028	11	11	A	38	0	N	0	0	M	2009	11
7	5	Dušan	Kučera			47	CZ	podnikatel	Beroun	531057	11	11	A	44	0	N	0	0	M	2009	11
7	6	Jiří	Dufek			57	CZ	technik	Olomouc	500496	11	11	A	78	0	N	0	0	M	2009	11
7	7	Ljulin	Christov			67	CZ	podnikatel	Kosmonosy	570826	11	11	A	38	0	N	0	0	M	2009	11
7	8	Věra	Jarkovská			58	CZ	podnikatelka	Nové Město nad Metují	574279	11	11	A	42	0	N	0	0	F	2009	11
7	9	Michal	Sekyra			38	CZ	živnostník	Hvozdná	585289	11	11	A	79	0	N	0	0	M	2009	11
7	10	Jaroslav	Dupák			53	CZ	karosář	Příbram	539911	11	11	A	36	0	N	0	0	M	2009	11
7	11	Miroslav	Mrkvička			59	CZ	živnostník	Tišnov	584002	11	11	A	46	0	N	0	0	M	2009	11
7	12	Jiří	Skovajsa			49	CZ	technik	Olomouc	500496	11	11	A	29	0	N	0	0	M	2009	11
7	13	Zdeněk	Stolin	Ing.		30	CZ	stavbyvedoucí	Velká Jesenice	574562	11	11	A	60	0	N	0	0	M	2009	11
7	14	Roman	Kratochvíl			44	CZ	ředitel	Písek	549240	11	11	A	46	0	N	0	0	M	2009	11
7	15	Ivan	Kubec			61	CZ	mechanik NC strojů	Hradec Králové	569810	11	11	A	22	0	N	0	0	M	2009	11
7	16	Petr	Dítko			72	CZ	důchodce	Praha	1	11	11	A	16	0	N	0	0	M	2009	11
7	17	Marie	Pozděnová			54	CZ	drážní obsluha	Mladá Boleslav	535419	11	11	A	61	0	N	0	0	F	2009	11
7	18	Miloslav	Chudáček			61	CZ	tesař	Chrást	564249	11	11	A	11	0	N	0	0	M	2009	11
7	19	Jaroslav	Louda			55	CZ	malíř	Jablonec nad Nisou	563510	11	11	A	8	0	N	0	0	M	2009	11
7	22	Pavel	Konjata			37	CZ	hygienický pracovník	Chválenice	557846	11	11	A	10	0	N	0	0	M	2009	11
8	1	Ivan	Šterzl	Prof. MUDr.	CSc.	55	CZ	lékař	Praha	1	99	175	A	341	0	N	0	0	M	2009	175
8	2	Vilém	Mikula	Mgr.		45	CZ	odborný pracovník NASA	Tábor	552046	99	175	A	131	0	N	0	0	M	2009	175
8	3	Bohdan	Babinec	MUDr.	CSc.	65	CZ	chirurg	Praha	1	175	175	A	165	0	N	0	0	M	2009	175
8	4	Rudolf	Klinger	Mgr.		58	CZ	odborný pedagog	Modletice	598267	99	175	A	31	0	N	0	0	M	2009	175
8	5	František	Krejča	PhDr.		55	CZ	etnograf	Křemže	545571	175	175	A	48	0	N	0	0	M	2009	175
8	6	Tomáš	Foral	Ing.		43	CZ	zahradní architekt	Brno	3	175	175	A	93	0	N	0	0	M	2009	175
8	8	Zbyněk	Holub	PhDr.	Ph.D.	52	CZ	odborný pedagog	České Budějovice	544256	175	175	A	85	0	N	0	0	M	2009	175
8	9	Jiří	Pondělíček			44	CZ	knihkupec	Praha	1	175	175	A	23	0	N	0	0	M	2009	175
8	10	Jessica	Horváthová	Mgr.		62	CZ	režisér	Praha	1	175	175	A	49	0	N	0	0	F	2009	175
8	11	Přemysl	Votava			65	CZ	manažer	Praha	1	175	175	A	20	0	N	0	0	M	2009	175
8	12	Vladimír	Válek	Ing.	Ph.D.	51	CZ	středoškolský učitel	Moravský Krumlov	594482	175	175	A	32	0	N	0	0	M	2009	175
8	13	Lenka	Dobrovolná	Ing.		29	CZ	presidentka Českého svazu podn	Praha	1	99	175	A	49	0	N	0	0	F	2009	175
8	14	Lenka	Přibylová	Ing.	Ph.D.	29	CZ	chemik	Spálené Poříčí	558362	99	175	A	62	0	N	0	0	F	2009	175
8	15	Stanislav	Palša	RNDr. Mgr.		40	CZ	biochemik	Brno	3	175	175	A	30	0	N	0	0	M	2009	175
8	16	Vladimír	Kracík	Doc. Ing.	CSc.	79	CZ	vysokoškolský pedagog	Liberec	563889	175	175	A	33	0	N	0	0	M	2009	175
8	17	Romana	Němcová			24	CZ	studentka	Břeclav	584291	99	175	A	29	0	N	0	0	F	2009	175
8	18	Jan	Kukačka			65	CZ	konstruktér	Praha	1	28	175	A	9	0	N	0	0	M	2009	175
8	19	Darja	Opatová	Mgr.		47	CZ	pracovnice cestovní kanceláře	Rozdrojovice	583791	99	175	A	12	0	N	0	0	F	2009	175
8	20	Zdeněk	Novotný			53	CZ	učitel hudby	Semily	576964	175	175	A	18	0	N	0	0	M	2009	175
8	21	Ivan	Fabián			51	CZ	technik	České Budějovice	544256	175	175	A	18	0	N	0	0	M	2009	175
8	22	Pavel	Kraft			38	CZ	podnikatel	Spálené Poříčí	558362	175	175	A	43	0	N	0	0	M	2009	175
8	23	Vladimír	Hanzlíček			51	CZ	dělník	Plzeň	2	175	175	A	18	0	N	0	0	M	2009	175
8	24	Ludmila	Švecová			48	CZ	úřednice	Praha	1	175	175	A	8	0	N	0	0	F	2009	175
