ESTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	STATOBCAN	POVOLANI	BYDLISTEN	BYDLISTEK	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
2	2	Iva	Valdmanová			58	CZ	voják v záloze - zdravotnice	Ostrava	4	99	159	A	152	0	N	0	0	F	2014	576
2	3	Marie	Kindermannová	PaedDr.		65	CZ	učitelka	Chomutov	562971	197	197	A	102	0	N	0	0	F	2014	576
2	4	Roman	Jelínek	MUDr.		58	CZ	lékař	Kopřivnice	599565	99	159	A	116	0	N	0	0	M	2014	576
2	5	Lenka	Štěpánková			53	CZ	vrchní sestra	Klášterec nad Ohří	563129	99	197	A	168	0	N	0	0	F	2014	576
2	7	Aleš	Eliáš	Ing.		62	CZ	informatik	Kozlovice	540200	99	159	A	40	0	N	0	0	M	2014	576
2	8	Petr	Kindermann			42	CZ	živnostník	Chomutov	562971	197	197	A	75	0	N	0	0	M	2014	576
2	9	Zdeněk	Joukl			73	CZ	sociální ekolog	Desná	563552	99	159	A	31	0	N	0	0	M	2014	576
2	10	Pavel	Koudelka			42	CZ	živnostník	Ostrava	4	99	159	A	76	0	N	0	0	M	2014	576
2	11	Ladislav	Horák			65	CZ	živnostník	Praha	1	99	197	A	18	0	N	0	0	M	2014	576
2	12	Vladimír	Havel			61	CZ	vyřazený havíř	Ostrava	4	99	159	A	102	0	N	0	0	M	2014	576
2	13	Břetislav	Svoboda			47	CZ	manažer v příspěvkové organ.	Ostrava	4	99	159	A	50	0	N	0	0	M	2014	576
2	14	Josef	Orszulík			83	CZ	astrolog - myslitel	Ostrava	4	99	159	A	64	0	N	0	0	M	2014	576
2	15	Věra	Dvořáčková			67	CZ	finanční poradce	Pardubice	6	99	159	A	41	0	N	0	0	F	2014	576
2	16	Miroslav	Valenta			53	CZ	stavitel	Pardubice	6	99	159	A	3	0	N	0	0	M	2014	576
2	17	Radim	Tábořík			54	CZ	finanční analytik	Pardubice	6	99	159	A	4	0	N	0	0	M	2014	576
2	18	Petr	Šach			66	CZ	pracovník maloobchodu potravin	Praha	1	159	159	A	4	0	N	0	0	M	2014	576
3	1	Radka	Poláková	Ing.		48	CZ	manažerka sociálních projektů	Praha	1	99	40	A	222	0	N	0	0	F	2014	40
3	2	Jiří	Domlátil	Ing.		68	CZ	stavební inženýr	Praha	1	40	40	A	76	0	N	0	0	M	2014	40
3	3	Romana	Šimková	Bc.		26	CZ	koordinátor asistenč. služeb	Hradec Králové	569810	40	40	A	102	0	N	0	0	F	2014	40
3	4	Vladimír	Hučín			61	CZ	tajemník nadačního fondu	Přerov	511382	40	40	A	398	0	N	0	0	M	2014	40
3	5	Zdeňka	Mašínová			80	CZ	občanská aktivistka	Olomouc	500496	99	40	A	298	0	N	0	0	F	2014	40
3	6	Pavel	Holba	Ing.	CSc.	73	CZ	vědecký pracovník	Praha	1	40	40	A	60	0	N	0	0	M	2014	40
3	7	Daniela	Hinojosa	PaedDr.		49	CZ	personalistka	Praha	1	99	40	A	18	0	N	0	0	F	2014	40
3	8	Karel	Protiva	MUDr.		62	CZ	zubní lékař	Kladno	532053	40	40	A	67	0	N	0	0	M	2014	40
3	9	Natalie	Přibíková	Ing.	MA	73	CZ	inženýrka chemie	Praha	1	99	40	A	16	0	N	0	0	F	2014	40
3	10	Zbyněk	Horváth			44	CZ	hudebník	Zlín	585068	99	40	A	42	0	N	0	0	M	2014	40
3	11	Jiří	Čumpelík			68	CZ	exstarosta Prahy 11	Všestary	539031	40	40	A	11	0	N	0	0	M	2014	40
3	12	Martin	Vadas	Mgr.		60	CZ	režisér	Praha	1	99	40	A	61	0	N	0	0	M	2014	40
3	13	Barnabáš	Bíro			68	CZ	technik	Kralupy nad Vltavou	534951	40	40	A	16	0	N	0	0	M	2014	40
3	14	Marek	Dufek	JUDr. Ing.		41	CZ	advokát	Praha	1	99	40	A	48	0	N	0	0	M	2014	40
3	15	Miroslav	Matějka	Ing.		47	CZ	ekonom	Plzeň	2	40	40	A	46	0	N	0	0	M	2014	40
3	16	Jiří	Rezek	Mgr.		62	CZ	učitel	Kladno	532053	99	40	A	42	0	N	0	0	M	2014	40
3	17	Jaroslav	Šesták	Prof. Ing.	DrSc., Dr.h.c.	75	CZ	badatel	Praha	1	99	40	A	43	0	N	0	0	M	2014	40
3	18	Josef	Vlášek			80	CZ	filolog a překladatel	Praha	1	40	40	A	15	0	N	0	0	M	2014	40
3	19	David	Navara	Mgr.		37	CZ	programátor	Jindřichův Hradec	545881	99	40	A	51	0	N	0	0	M	2014	40
3	20	Vladimír	Kříž	PhDr.		62	CZ	nakladatel	Praha	1	99	40	A	15	0	N	0	0	M	2014	40
3	21	Jaroslav	Šikula	JUDr.		68	CZ	právník	Praha	1	99	40	A	17	0	N	0	0	M	2014	40
3	22	Alois	Bláha	Ing.		62	CZ	analytik	Praha	1	99	40	A	8	0	N	0	0	M	2014	40
3	23	Josef	Kolář	Ing.		71	CZ	odborný učitel	Nechanice	570451	40	40	A	10	0	N	0	0	M	2014	40
3	24	Jana	Slánská	Ing. Mgr.		71	CZ	režisérka a scénáristka	Praha	1	99	40	A	21	0	N	0	0	F	2014	40
3	25	Rudolf	Kvíz			74	CZ	recitátor	Český Brod	533271	99	40	A	14	0	N	0	0	M	2014	40
3	26	Anastazie	Kopřivová			78	CZ	odborný pracovník	Praha	1	99	40	A	7	0	N	0	0	F	2014	40
3	27	Jaroslav	Fiala	Prof. RNDr.	CSc.	74	CZ	výzkumný pracovník	Plzeň	2	99	40	A	12	0	N	0	0	M	2014	40
3	28	Václav	Konzal			82	CZ	filolog	Praha	1	99	40	A	5	0	N	0	0	M	2014	40
4	1	Adam Benjamin	Bartoš			34	CZ	novinář	Praha	1	79	79	A	710	0	N	0	0	M	2014	79
4	2	Daniel	Solis	Lic.	LL.M.	46	CZ	politolog	Praha	1	99	79	A	1086	0	N	0	0	M	2014	79
4	3	Jan	Skácel	Mgr.		79	CZ	ekonom. a organizační poradce	Praha	1	123	79	A	94	0	N	0	0	M	2014	79
4	4	David	Hibsch			43	CZ	grafik	Ostrava	4	99	79	A	171	0	N	0	0	M	2014	79
4	5	František	Červenka			48	CZ	publicista	Kladno	532053	79	79	A	58	0	N	0	0	Muž.	2014	79
4	6	Ladislav	Zemánek			21	CZ	publicista	Praha	1	79	79	A	102	0	N	0	0	M	2014	79
4	7	Petr	Žák			60	CZ	živnostník	Děčín	562335	79	79	A	44	0	N	0	0	M	2014	79
4	8	Tomáš	Kaláb	RNDr.		43	CZ	živnostník	Polička	578576	79	79	A	37	0	N	0	0	M	2014	79
4	9	Radim	Lhoták			61	CZ	IT specialista	Štěchovice	539732	99	79	A	23	0	N	0	0	M	2014	79
4	10	Tomáš	Hamet			46	CZ	písničkář	Panské Dubenky	587672	79	79	A	40	0	N	0	0	M	2014	79
4	11	Michal	Kretschmer			70	CZ	publicista	Praha	1	99	79	A	109	0	N	0	0	M	2014	79
4	12	Roman	Gryc	Mgr.		43	CZ	jednatel a ředitel IT společn.	Frýdek-Místek	598003	99	79	A	68	0	N	0	0	M	2014	79
4	13	Jindřiška	Fikarová	RNDr.		69	CZ	překladatelka	Praha	1	79	79	A	36	0	N	0	0	F	2014	79
4	14	Vít	Skalský	Bc.		40	CZ	mistr výroby	Plzeň	2	79	79	A	32	0	N	0	0	M	2014	79
4	15	Tomáš	Eybl			33	CZ	dělník	Ostrava	4	99	79	A	43	0	N	0	0	M	2014	79
4	16	Bohumil	Šourek			65	CZ	sociální pracovník	Praha	1	99	79	A	32	0	N	0	0	M	2014	79
4	17	Jan	Kašpar	Bc.		36	CZ	muzejní knihovník	Praha	1	99	79	A	25	0	N	0	0	M	2014	79
4	18	František Karel	Ladislav			45	CZ	dělník	Strakonice	550787	79	79	A	38	0	N	0	0	M	2014	79
4	19	František	Hucek			41	CZ	administrativní pracovník	Přezletice	538671	99	79	A	17	0	N	0	0	M	2014	79
4	20	Martin	Kadlečík	Ing.		34	CZ	OSVČ	Strakonice	550787	99	79	A	42	0	N	0	0	M	2014	79
4	21	Valentin	Papazian	Ing.		45	CZ	sociální pracovník Unie otců	Častrov	547719	99	79	A	65	0	N	0	0	M	2014	79
4	22	Pavel	Křivka	Ing.	MSc.	53	CZ	zahradník,nakl.a  překladatel	Pardubice	6	99	79	A	67	0	N	0	0	M	2014	79
4	23	Ivan	Cícha	Ing.		52	CZ	podnikatel	Tábor	552046	99	79	A	20	0	N	0	0	M	2014	79
4	24	František	Krejča	PhDr.		60	CZ	etnograf	Křemže	545571	99	79	A	20	0	N	0	0	M	2014	79
4	25	Petr	Vostřel			35	CZ	živnostník	Děčín	562335	99	79	A	36	0	N	0	0	M	2014	79
4	26	Petr	Ručka			49	CZ	živnostník	Frýdek-Místek	598003	99	79	A	1	0	N	0	0	M	2014	79
4	27	Aleš	Krejčí	Ing. arch.		41	CZ	autorizovaný architekt	Brno	3	99	79	A	20	0	N	0	0	M	2014	79
4	28	Michal	Chvorinov			43	CZ	knihovník	Kladno	532053	99	79	A	2	0	N	0	0	M	2014	79
5	1	Pavel	Svoboda	Doc. JUDr.	Ph.D., D.E.A.	52	CZ	vysokoškolský učitel	Praha	1	1	1	A	21746	14.42	A	2	0	M	2014	1
5	2	Michaela	Šojdrová	Ing.		50	CZ	ředitelka odboru Čes.šk.insp.	Kroměříž	588296	1	1	A	22220	14.73	A	1	0	F	2014	1
5	3	Tomáš	Zdechovský	Mgr.		34	CZ	ředitel	Hradec Králové	569810	1	1	A	5063	0	A	3	0	M	2014	1
5	4	Eduard	Hulicius	Mgr.	MA	33	CZ	poradce posl. EP, historik	Praha	1	1	1	A	4926	0	N	0	1	M	2014	1
5	5	Marie	Jílková	Mgr.		36	CZ	ředitelka vzděl.nezisk.org.	Praha	1	1	1	A	1985	0	N	0	2	F	2014	1
5	6	Miroslav	Přádka	Ing. MUDr.	Ph.D.	44	CZ	lékař	Frýdek-Místek	598003	1	1	A	2141	0	N	0	3	M	2014	1
5	7	Jiří	Jirsa	Mgr.		34	CZ	1. náměstek MZe	Strakonice	550787	1	1	A	1350	0	N	0	4	M	2014	1
5	8	Pavel	Šustr	Ing.		58	CZ	vedoucí odboru dopravy	Nové Město na Moravě	596230	1	1	A	967	0	N	0	5	M	2014	1
5	9	Petr	Vysloužil	Mgr. Ing.		44	CZ	místostarosta,agronom,archeol.	Bedihošť	589268	1	1	A	1067	0	N	0	6	M	2014	1
5	10	Petr	Hladík	Mgr.		29	CZ	projekt.manažer,lektor,zastup.	Brno	3	1	1	A	5021	0	N	0	7	M	2014	1
5	11	Jan	Novotný	Bc.		23	CZ	asistent poslance,dobr.činnost	Olešnice	544884	1	1	A	2448	0	N	0	8	M	2014	1
5	12	Zdislava	Odstrčilová	Mgr.		47	CZ	ředitelka Diakonie ČCE	Valašské Meziříčí	545058	1	1	A	1939	0	N	0	9	F	2014	1
5	13	Šimon	Heller	Bc.		26	CZ	učitel, aktivista proti komun.	České Budějovice	544256	1	1	A	1698	0	N	0	10	M	2014	1
5	14	Ivo	Budil	Prof. doc. RNDr.	Ph.D., DSc.	48	CZ	vysokoškolský pedagog	Plzeň	2	99	1	A	851	0	N	0	11	M	2014	1
5	15	Zdenka	Kumstýřová	Ing. Bc.		44	CZ	ředitelka Charity Přelouč	Přelouč	575500	1	1	A	777	0	N	0	12	F	2014	1
5	16	Jiří	Vencl	Ing.	Ph.D.	52	CZ	obchodní ředitel	Česká Třebová	580031	1	1	A	284	0	N	0	13	M	2014	1
5	17	Tomáš	Svoboda	PhDr. Bc.	Ph.D.	40	CZ	vysokoškolský pedagog	Praha	1	1	1	A	405	0	N	0	14	M	2014	1
5	18	František	John	RNDr. Mgr.	Ph.D.	36	CZ	starosta města Zábřeh	Zábřeh	541354	1	1	A	1195	0	N	0	15	M	2014	1
5	19	Michal	Hořínek	Mgr.		37	CZ	právník	Ostrava	4	1	1	A	692	0	N	0	16	M	2014	1
5	20	Martina	Haverová	JUDr.		51	CZ	právnička	Praha	1	1	1	A	195	0	N	0	17	F	2014	1
5	21	Josef	Holejšovský	MVDr.	Ph.D.	70	CZ	poradce pro zdraví zvířat	Jihlava	586846	99	1	A	629	0	N	0	18	M	2014	1
5	22	Jan	Málek	Mgr. et Mgr.		28	CZ	referent st.správy, zást.řed.	Přibyslav	569321	1	1	A	562	0	N	0	19	M	2014	1
5	23	Fay	Adensamová	Bc.		24	CZ	osobní asistentka ministra	Praha	1	1	1	A	173	0	N	0	20	F	2014	1
5	24	Vít	Ulrych	MUDr.		41	CZ	lékař, onkolog	Staré Hradiště	575704	1	1	A	417	0	N	0	21	M	2014	1
5	25	Jan	Hladký	Mgr.	LL.M.	36	CZ	advokát	Křenovice	593214	1	1	A	173	0	N	0	22	M	2014	1
5	26	Tomáš	Lajkep	MUDr.	Ph.D.	50	CZ	primář děts.psych.nemocnice	Velká Bíteš	596973	1	1	A	635	0	N	0	23	M	2014	1
5	27	Štěpán	Matek			27	CZ	student, trenér plavání	Jablonec nad Nisou	563510	99	1	A	135	0	N	0	24	M	2014	1
5	28	Leo	Steiner	Mgr.		42	CZ	náměstek SFŽP ČR	Most	567027	1	1	A	264	0	N	0	25	M	2014	1
6	1	Petr	Hannig	Mgr.		68	CZ	skladatel a vydavatel	Praha	1	137	137	A	1324	0	N	0	0	M	2014	137
6	2	Aleš	Hodina	Ing.		41	CZ	předs. Mezin. inst. pro rodinu	Starý Plzenec	558371	99	137	A	1419	0	N	0	0	M	2014	137
6	3	Alena	Šmotková	Ing.		47	CZ	radní, ředitelka OSSZ	Šumperk	523704	99	137	A	582	0	N	0	0	F	2014	137
6	4	Jiří	Janů	Ing.		59	CZ	ředitel SOŠ	Kosova Hora	540498	137	137	A	243	0	N	0	0	M	2014	137
6	5	Marta	Lederová	Mgr.		55	CZ	ředitelka ZŠ a MŠ	Chrudim	571164	99	137	A	485	0	N	0	0	F	2014	137
6	6	Věra	Nevečeřalová	Mgr.		59	CZ	speciální psycholog	Chrudim	571164	137	137	A	309	0	N	0	0	F	2014	137
6	7	Jiří	Somberg	MUDr.		53	CZ	chirurg, vedoucí lékař	Kosmonosy	570826	99	137	A	435	0	N	0	0	M	2014	137
6	8	František	Kandel	MUDr.		58	CZ	gynekolog, porodník	Kadaň	563102	99	137	A	298	0	N	0	0	M	2014	137
6	9	Vítězslava	Benešová	Mgr.		55	CZ	ředitelka MŠ	Slavonice	547166	99	137	A	228	0	N	0	0	F	2014	137
6	10	Gabriela	Froňková Dousková	Mgr.		43	CZ	specialistka pro zahr. vztahy	Praha	1	99	137	A	548	0	N	0	0	F	2014	137
6	11	Marta	Chovancová	JUDr.	LL.M.	56	CZ	právník	Praha	1	99	137	A	279	0	N	0	0	F	2014	137
6	12	Petr	Kocman	Ing.		54	CZ	elektroinženýr	Sušice	518026	99	137	A	134	0	N	0	0	M	2014	137
6	13	Radek	Dokoupil	Ing.		44	CZ	technický ředitel	Lanškroun	580511	99	137	A	127	0	N	0	0	M	2014	137
6	14	Renata	Hodovalová			45	CZ	živnostník	Náchod	573868	137	137	A	141	0	N	0	0	F	2014	137
6	15	Martin	Figura			42	CZ	pracovník v gastronomii	Tachov	553638	99	137	A	109	0	N	0	0	M	2014	137
6	16	Petr	Fišer			54	CZ	vedoucí kult. zařízení města	Krupka	567639	137	137	A	97	0	N	0	0	M	2014	137
6	17	Ladislav	Orel	Ing.		51	CZ	bezpečnostní technik	Přerov	511382	137	137	A	140	0	N	0	0	M	2014	137
6	18	Martin	Bartoš			45	CZ	podnikatel	Příbram	539911	99	137	A	82	0	N	0	0	M	2014	137
6	19	Jitka	Bejdáková	MUDr.		45	CZ	chirurg	Chotěboř	568759	137	137	A	211	0	N	0	0	F	2014	137
6	20	Eva	Burešová	MUDr.		35	CZ	lékařka	Přerov	511382	99	137	A	331	0	N	0	0	F	2014	137
6	21	Jiří	Lengál	Ing.		50	CZ	podnikový kontrolor	Brno	3	99	137	A	87	0	N	0	0	M	2014	137
6	22	Pavel	Šimčík			47	CZ	koordinátor soc. služeb	Krnov	597520	137	137	A	75	0	N	0	0	M	2014	137
6	23	Jiří	Slavík			40	CZ	ekonom	Sobětuchy	572276	99	137	A	83	0	N	0	0	M	2014	137
6	24	Miloslava	Petráňová			26	CZ	živnostník	Ostrov	548359	99	137	A	134	0	N	0	0	F	2014	137
6	25	Michal	Vlček			48	CZ	živnostník	Pohořelice	549461	99	137	A	78	0	N	0	0	M	2014	137
6	26	Jiří	Votoček			59	CZ	farmář a country zpěvák	Lučany nad Nisou	563692	99	137	A	211	0	N	0	0	M	2014	137
6	27	Aleš	Bruna	Bc.		39	CZ	transport manažer	Nová Role	555398	99	137	A	42	0	N	0	0	M	2014	137
6	28	Jan	Čížek			27	CZ	univerzální obráběč kovů	Mladá Boleslav	535419	99	137	A	160	0	N	0	0	M	2014	137
7	1	Luděk	Niedermayer	RNDr.		48	CZ	ekonom, matematik	Měchenice	539490	99	721	A	37171	15.37	A	2	0	M	2014	659
7	2	Jiří	Pospíšil	JUDr.		38	CZ	poslanec PČR	Plzeň	2	99	721	A	77724	32.15	A	1	0	M	2014	659
7	3	Stanislav	Polčák	JUDr.		34	CZ	člen Parl. shrom. RE, pedagog	Praha	1	166	166	A	11997	0	A	4	0	M	2014	659
7	4	Bořivoj	Šarapatka	prof. Dr. Ing.	CSc.	54	CZ	vysokoškolský pedagog	Olomouc	500496	721	721	A	4755	0	N	0	1	M	2014	659
7	5	Jaromír	Štětina	Ing.		71	CZ	senátor, spisovatel, novinář	Praha	1	99	721	A	18951	7.83	A	3	0	M	2014	659
7	6	Radim	Sršeň	Ing.	Ph.D.	34	CZ	starosta,VŠ učitel, mpř.SMS ČR	Dolní Studénky	553379	166	166	A	4894	0	N	0	2	M	2014	659
7	7	Tomáš	Czernin	Ing.		52	CZ	lesník a zemědělec	Dymokury	537128	721	721	A	9061	0	N	0	3	M	2014	659
7	8	Ivana	Majíčková	Mgr.	MBA	53	CZ	starostka Kunovic	Kunovice	550744	99	166	A	1830	0	N	0	4	F	2014	659
7	9	Bohumil	Straka	Ing. Bc.	Ph.D.	43	CZ	myslivec, sokolník, věd. prac.	Brno	3	721	721	A	5184	0	N	0	5	M	2014	659
7	10	Ivo	Šanc	RNDr.	CSc.	59	CZ	starosta Kutné Hory	Kutná Hora	533955	99	166	A	1120	0	N	0	6	M	2014	659
7	11	Marek	Polach	Mgr.		35	CZ	diplomat zast. Prahy v Bruselu	Praha	1	721	721	A	1065	0	N	0	7	M	2014	659
7	12	Luděk	Mikulecký	Ing. Bc.	LL.M.	49	CZ	podnikatel v sil. mot. dopravě	Břeclav	584291	721	721	A	342	0	N	0	8	M	2014	659
7	13	Zuzana	Kyliánová	Ing.		57	CZ	organizační poradkyně	Brno	3	721	721	A	490	0	N	0	9	F	2014	659
7	14	Rudolf	Cogan	JUDr. Ing.	Ph.D.	42	CZ	starosta Nové Paky	Nová Paka	573248	99	166	A	932	0	N	0	10	M	2014	659
7	15	Jiří	Kočandrle			49	CZ	místostarosta České Lípy	Česká Lípa	561380	721	721	A	327	0	N	0	11	M	2014	659
7	16	Reda	Ifrah	Mgr.		30	CZ	politolog	Žďár nad Sázavou	595209	721	721	A	544	0	N	0	12	M	2014	659
7	17	Klára	Pavlíčková	Mgr.		27	CZ	ředitelka obchodu	Praha	1	721	721	A	731	0	N	0	13	F	2014	659
7	18	Michal	Burian	Ing.	Ph.D.	56	CZ	expert v oblasti evrop. fondů	Železné	584274	99	166	A	731	0	N	0	14	M	2014	659
7	19	Josef	Merta	Ing.		36	CZ	ředitel společnosti	Náchod	573868	721	721	A	220	0	N	0	15	M	2014	659
7	20	Tomáš	Velička	Bc.		45	CZ	ředitel Poradny pro prim.prev.	Bílovec	599247	721	721	A	142	0	N	0	16	M	2014	659
7	21	Ludmila	Bubeníková	Ing.		59	CZ	ekonomka, starostka	Velká Polom	510882	166	166	A	273	0	N	0	17	F	2014	659
7	22	Oldřich	Souček	Ing.		47	CZ	vedoucí vývojového týmu	České Budějovice	544256	721	721	A	208	0	N	0	18	M	2014	659
7	23	Aleš	Janoušek	Mgr.		38	CZ	ředitel gymnázia	Plzeň	2	721	721	A	319	0	N	0	19	M	2014	659
7	24	František	Gábor	Bc.		44	CZ	válečný veterán, ředitel	Liberec	563889	721	721	A	219	0	N	0	20	M	2014	659
7	25	Michal	Feigler	Mgr.		25	CZ	advok. koncipient a mediátor	Brno	3	721	721	A	331	0	N	0	21	M	2014	659
7	26	Simeon	Popov	Mgr.		38	CZ	právník, rozhodce	Praha	1	721	721	A	137	0	N	0	22	M	2014	659
7	27	Zdeněk	Šigut	PhDr. Mgr.	Ph.D., MPH	58	CZ	VŠ pedagog, mediátor	Újezd u Brna	584045	721	721	A	474	0	N	0	23	M	2014	659
7	28	Josef	Kalousek	Ing.		54	CZ	ředitel střední školy	Červená Voda	580015	721	721	A	352	0	N	0	24	M	2014	659
8	1	Milena	Vicenová	MVDr.		58	CZ	diplomatka	Praha	1	99	795	A	1535	0	N	0	0	F	2014	795
8	2	Roman	Haken	Ing. Bc.		51	CZ	poradce za nezisk.sektor	Přerov	511382	795	795	A	300	0	N	0	0	M	2014	795
8	3	Olga	Sommerová	Doc. MgA.		64	CZ	film.dokument.,VŠ pedagožka	Praha	1	795	795	A	1657	0	N	0	0	F	2014	795
8	4	Ivan	Rynda	PhDr.		61	CZ	VŠ učitel-sociál.ekolog	Praha	1	795	795	A	316	0	N	0	0	M	2014	795
8	5	Kateřina	Jacques	PhDr.		42	CZ	politoložka	Praha	1	795	795	A	480	0	N	0	0	F	2014	795
8	6	Jan	Hollan	RNDr.	Ph.D.	58	CZ	fyzik a environm.,člen zastup.	Brno	3	795	795	A	207	0	N	0	0	M	2014	795
8	7	Yvonna	Gaillyová	RNDr.	CSc.	58	CZ	ředitelka institutu, zastupit.	Brno	3	99	795	A	189	0	N	0	0	F	2014	795
8	8	Karel	Matějka	Ing.	CSc.	49	CZ	věd.pracovník v ekologii	Praha	1	795	795	A	121	0	N	0	0	M	2014	795
8	9	Džamila	Stehlíková	MUDr.		52	CZ	lékařka, univerz.pedagožka	Praha	1	795	795	A	205	0	N	0	0	F	2014	795
8	10	Jan	Balcar	Mgr.	Ph.D.	39	CZ	učitel ZŠ, ředitel MAS	Libňatov	579475	795	795	A	101	0	N	0	0	M	2014	795
8	11	Kateřina	Dejmalová	Mgr.		65	CZ	lit.historička, ředitelka škol	Praha	1	795	795	A	58	0	N	0	0	F	2014	795
8	12	Josef	Matyáš			53	CZ	podnikatel v ekol. vytápění	Náchod	573868	795	795	A	55	0	N	0	0	M	2014	795
8	13	Kateřina	Jonášová	Mgr.		39	CZ	čl.zastupitelstva,publicistka	Nižbor	531596	99	795	A	60	0	N	0	0	F	2014	795
8	14	Martin	Uhlíř	Ing.	MBA	38	CZ	zást.iniciativy,čl.zastupit.	Praha	1	99	795	A	26	0	N	0	0	M	2014	795
8	15	Jana	Bujáková			42	CZ	manažerka MAS	Jarošov	578169	795	795	A	27	0	N	0	0	F	2014	795
8	16	Francesco	Vitale	Dott.		50	IT	ekonom	Praha	1	99	795	A	17	0	N	0	0	M	2014	795
8	17	Anna	Čarková			57	CZ	MAS Kyj. Slovácko v pohybu	Kelčany	586251	99	795	A	69	0	N	0	0	F	2014	795
8	18	Jiří	Kůs	Mgr. Ing.		50	CZ	jednatel nanoSPACE s.r.o.	Stožice	530034	795	795	A	32	0	N	0	0	M	2014	795
